Wrong,Type,Right,List
police,~~,police,"['piece', 'pulse', 'poise', 'palace', 'police', 'policy', 'polices', 'policed', 'olive', 'polite']"
pop,~~,pop,"['for', 'pop', 'pip', 'fop', 'pup', 'pap', 'pomp', 'poop', 'pope', 'pops']"
pram,~~,pram,"['an', 'pram', 'prams', 'from', 'prank', 'pea', 'prawn', 'pan', 'fra', 'frame']"
pub,~~,pub,"['pot', 'pub', 'pun', 'in', 'pubs', 'pin', 'spin', 'fun', 'puh', 'pen']"
pub,~~,pub,"['pot', 'pub', 'pun', 'in', 'pin', 'pubs', 'spin', 'fun', 'puh', 'pen']"
puts,~~,puts,"['is', 'puts', 'put', 'it', 'pits', 'pots', 'pats', 'pets', 'punts', 'fits']"
races,~~,races,"['race', 'face', 'races', 'raced', 'rakes', 'braces', 'eaves', 'racers', 'raved', 'taxes']"
ran,~~,ran,"['and', 'to', 'on', 'ran', 'ram', 'tan', 'run', 'ren', 'rand', 'rang']"
ran,~~,ran,"['and', 'to', 'ran', 'on', 'even', 'ram', 'tan', 'run', 'ren', 'a']"
reading,~~,reading,"['feeding', 'reading', 'readings', 'readying', 'trading', 'teasing', 'treading', 'resting', 'reefing', 'rearing']"
red,~~,red,"['the', 'it', 's', 'red', 'rid', 'rued', 'read', 'reds', 're', 'rend']"
red,~~,red,"['the', 'rid', 'it', 'red', 'rued', 'read', 'reds', 're', 'rend', 'reed']"
red,~~,red,"['the', 'eyes', 'grief', 'red', 'rid', 'rued', 'read', 'reds', 're', 'rend']"
red,~~,red,"['if', 'had', 'red', 'rid', 'rued', 'read', 'reds', 're', 'rend', 'reed']"
revolt,~~,revolt,"['result', 'evil', 'revolt', 'revolts', 'revolted', 'recit', 'rebuilt', 'revolter', 'reviled', 'revoked']"
rex,~~,rex,"['the', 'rex', 'ex', 're', 'red', 'rac', 'tax', 'ee', 'reck', 'ras']"
rex,~~,rex,"['taxi', 'the', 'rex', 'rise', 're', 'ex', 'is', 'tax', 'red', 'rac']"
rex,~~,rex,"['are', 'rex', 'the', 're', 'see', 'ex', 'red', 'rac', 'tax', 'ee']"
rex,~~,rex,"['the', 'as', 'us', 'rex', 'ex', 're', 'red', 'rac', 'tax', 'ee']"
rex,~~,rex,"['the', 'rex', 're', 'ex', 'is', 'tax', 'red', 'rac', 'text', 'ee']"
rex,~~,rex,"['the', 'rex', 'ex', 're', 'red', 'rac', 'tax', 'ee', 'reck', 'ras']"
rex,~~,rex,"['the', 'rex', 'as', 'ex', 're', 'red', 'rac', 'tax', 'is', 'ee']"
rex,~~,rex,"['the', 'rex', 'ex', 're', 'red', 'rac', 'tax', 'ee', 'reck', 'ras']"
rex,~~,rex,"['the', 'rex', 'ex', 're', 'red', 'rac', 'tax', 'ee', 'reck', 'ras']"
rex,~~,rex,"['the', 'rex', 'ex', 're', 'red', 'rac', 'tax', 'ee', 'reck', 'ras']"
rex,~~,rex,"['the', 'rex', 'as', 'ex', 're', 'red', 'rac', 'tax', 'ee', 'reck']"
rex,~~,rex,"['the', 'rex', 'ex', 're', 'red', 'rac', 'tax', 'ee', 'reck', 'ras']"
rex,~~,rex,"['the', 'rex', 'ex', 're', 'red', 'rac', 'tax', 'ee', 'reck', 'ras']"
rex,~~,rex,"['the', 'rex', 'ex', 're', 'red', 'rac', 'tax', 'ee', 'reck', 'ras']"
right,~~,right,"['night', 'right', 'eight', 'tight', 'rights', 'eights', 'eighty', 'eighth', 'rift', 'righs']"
ring,~~,ring,"['rend', 'sing', 'ring', 'rung', 'rings', 'rig', 'tong', 'tung', 'runt', 'ribb']"
ring,~~,ring,"['rang', 'ring', 'rung', 'rings', 'rig', 'tong', 'tung', 'runt', 'ribb', 'tint']"
ring,~~,ring,"['on', 'in', 'ring', 'rung', 'rings', 'rig', 'tong', 'tung', 'runt', 'ribb']"
road,~~,road,"['of', 'road', 'to', 'toad', 'rood', 'rod', 'roads', 'roof', 'roes', 'roar']"
road,~~,road,"['roads', 'east', 'wood', 'road', 'goat', 'flat', 'head', 'fat', 'room', 'foot']"
role,~~,role,"['old', 'role', 'tole', 'roly', 'rule', 'roe', 'roles', 'tile', 'rake', 'rope']"
room,~~,room,"['took', 'to', 'room', 'roam', 'roome', 'rooms', 'roomy', 'roi', 'rim', 'too']"
room,~~,room,"['to', 'room', 'roam', 'roome', 'rooms', 'roomy', 'roi', 'rim', 'too', 'rum']"
room,~~,room,"['to', 'room', 'roam', 'roome', 'rooms', 'roomy', 'roi', 'rim', 'too', 'rum']"
room,~~,room,"['to', 'room', 'roam', 'roome', 'rooms', 'roomy', 'roi', 'rim', 'too', 'rum']"
room,~~,room,"['to', 'room', 'roam', 'roome', 'rooms', 'roomy', 'roi', 'rim', 'too', 'rum']"
rope,~~,rope,"['for', 'rope', 'row', 'top', 'ripe', 'to', 'rose', 'rape', 'or', 'tops']"
rose,~~,rose,"['roe', 'rose', 'rode', 'rise', 'ruse', 'rase', 'rosy', 'rowe', 'rowse', 'rouse']"
rosy,~~,rosy,"['to', 'rosy', 'rost', 'rose', 'easy', 'tost', 'rode', 'rust', 'rise', 'ruse']"
rude,~~,rude,"['refer', 'rise', 'us', 'use', 'thee', 'rude', 'ease', 'face', 'ruse', 'ride']"
run,~~,run,"['th', 'run', 'rum', 'rub', 'tun', 'ren', 'ran', 'ruh', 'ein', 'runs']"
run,~~,run,"['to', 'run', 'rum', 'rub', 'tun', 'ren', 'ran', 'ruh', 'ein', 'runs']"
run,~~,run,"['to', 'on', 'run', 'rum', 'rub', 'tun', 'ren', 'ran', 'ruh', 'ein']"
run,~~,run,"['to', 'run', 'rum', 'rub', 'tun', 'an', 'ren', 'ran', 'ruh', 'ein']"
run,~~,run,"['in', 'on', 'from', 'run', 'rum', 'rub', 'tun', 'ren', 'ran', 'ruh']"
said,~~,said,"['day', 'died', 'sound', 'said', 'stood', 'see', 'saw', 'sit', 'sold', 'sat']"
sally,~~,sally,"['daily', 'sally', 'dally', 'ally', 'dully', 'sulky', 'selle', 'salt', 'calmly', 'call']"
sand,~~,sand,"['and', 'one', 'an', 'sand', 'send', 'some', 'sane', 'dans', 'scand', 'sland']"
sand,~~,sand,"['and', 'sun', 'same', 'scene', 'card', 'sand', 'sum', 'land', 'end', 'island']"
sat,~~,sat,"['said', 'had', 'says', 'ate', 'sat', 'went', 'say', 'saw', 'do', 'set']"
sat,~~,sat,"['out', 'not', 'sat', 'dat', 'say', 'cat', 'set', 'sut', 'sad', 'sag']"
sat,~~,sat,"['as', 'a', 'set', 'sat', 'said', 'dat', 'say', 'cat', 'sut', 'sad']"
save,~~,save,"['see', 'say', 'solve', 'save', 'cave', 'safe', 'ave', 'salve', 'suave', 'shave']"
saw,~~,saw,"['was', 'saw', 'as', 'said', 'a', 'caw', 'sew', 'sow', 'asw', 'sa']"
saw,~~,saw,"['said', 'are', 'came', 'saw', 'caw', 'sew', 'sow', 'say', 'see', 'asw']"
saw,~~,saw,"['s', 'was', 'said', 'saw', 'caw', 'sew', 'sow', 'asw', 'sa', 'saws']"
saw,~~,saw,"['came', 'was', 'said', 'saw', 'can', 'sat', 'caw', 'sew', 'sow', 's']"
saw,~~,saw,"['said', 'see', 'are', 'saw', 'came', 'caw', 'sew', 'sow', 'asw', 'sa']"
saw,~~,saw,"['she', 'day', 'said', 'was', 'a', 'saw', 'see', 'as', 'so', 'caw']"
saw,~~,saw,"['spake', 'down', 'as', 'saw', 'a', 'was', 'now', 'sat', 'she', 'caw']"
sea,~~,sea,"['are', 'is', 'sea', 'see', 'sez', 'des', 'seas', 'sear', 'seat', 'seam']"
sea,~~,sea,"['deal', 'axe', 'delay', 'sofa', 'deed', 'says', 'sea', 'desk', 'dream', 'eye']"
sea,~~,sea,"['says', 'den', 'deed', 'as', 'sea', 'de', 'so', 'way', 'sure', 'seat']"
sea,~~,sea,"['dlrs', 'as', 'set', 'was', 'is', 'sea', 'see', 'saw', 'seems', 'site']"
sea,~~,sea,"['ashes', 'steps', 'dead', 'seer', 'sea', 'are', 'were', 'was', 'see', 'sez']"
sea,~~,sea,"['deal', 'axe', 'swan', 'delay', 'says', 'sea', 'dream', 'sun', 'eye', 'sale']"
see,~~,see,"['a', 'her', 'said', 'see', 'sew', 'sue', 'sea', 'sed', 'awe', 'are']"
see,~~,see,"['sheep', 'see', 'sew', 'sue', 'sea', 'sed', 'awe', 'are', 'der', 'dew']"
see,~~,see,"['a', 'were', 'sat', 'see', 'sew', 'sue', 'sea', 'sed', 'awe', 'are']"
see,~~,see,"['said', 'see', 'sew', 'sue', 'sea', 'sed', 'awe', 'are', 'der', 'dew']"
see,~~,see,"['s', 'are', 'sir', 'a', 'see', 'sew', 'sue', 'sea', 'sed', 'awe']"
see,~~,see,"['are', 'were', 'sweet', 'd', 'see', 'sew', 'sue', 'sea', 'sed', 'awe']"
see,~~,see,"['said', 'see', 'sew', 'sue', 'sea', 'sed', 'awe', 'are', 'der', 'dew']"
sent,~~,sent,"['went', 'can', 'set', 'sent', 'can't', 'dent', 'cent', 'send', 'sunt', 'debt']"
sent,~~,sent,"['went', 'can', 'set', 'sent', 'can't', 'dent', 'cent', 'send', 'sunt', 'debt']"
sent,~~,sent,"['went', 'can', 'set', 'sent', 'can't', 'dent', 'cent', 'send', 'sunt', 'debt']"
sent,~~,sent,"['sun', 'and', 'sent', 'dent', 'cent', 'send', 'sunt', 'debt', 'deny', 'scent']"
sent,~~,sent,"['went', 'set', 'can', 'sent', 'can't', 'dent', 'cent', 'send', 'sunt', 'debt']"
sent,~~,sent,"['cut', 'set', 'sang', 'at', 'swung', 'and', 'sent', 'went', 'sat', 'wants']"
set,~~,set,"['were', 'did', 'are', 'went', 'said', 'set', 'sed', 'sut', 'sit', 'sat']"
she,~~,she,"['the', 'he', 'a', 'ye', 'we', 'any', 'she', 'shr', 'che', 'shy']"
she,~~,she,"['the', 'he', 'her', 'and', 'she', 'shr', 'what', 'when', 'che', 'shy']"
she,~~,she,"['and', 'the', 'he', 'she', 'shr', 'che', 'shy', 'sha', 'shi', 'age']"
she,~~,she,"['the', 'he', 'and', 'she', 'we', 'be', 'shr', 'che', 'shy', 'sha']"
she,~~,she,"['the', 'and', 'he', 'when', 'she', 'shr', 'we', 'che', 'shy', 'sha']"
she,~~,she,"['saw', 'see', 'the', 'when', 'set', 'get', 'are', 'she', 'he', 'be']"
she,~~,she,"['he', 'the', 'a', 'we', 'she', 'shr', 'che', 'shy', 'sha', 'shi']"
she,~~,she,"['the', 'what', 'and', 'how', 'she', 'why', 'a', 'when', 'shr', 'che']"
she,~~,she,"['ode', 'shawl', 'chin', 'she', 'snow', 'he', 'ship', 'eye', 'site', 'sky']"
she,~~,she,"['the', 'when', 'a', 'ye', 'she', 'shr', 'che', 'shy', 'sha', 'shi']"
she,~~,she,"['ages', 'the', 'we', 'she', 'he', 'and', 'shoes', 'shr', 'sha', 'shy']"
she,~~,she,"['the', 'and', 'he', 's', 'she', 'shr', 'che', 'shy', 'sha', 'shi']"
she,~~,she,"['the', 'he', 'we', 'de', 'her', 'she', 'shr', 'che', 'shy', 'sha']"
she,~~,she,"['bae', 'de', 'the', 'she', 'he', 'shr', 'done', 'sha', 'shy', 'che']"
she,~~,she,"['and', 'the', 'he', 'she', 'shr', 'che', 'shy', 'sha', 'shi', 'age']"
she,~~,she,"['he', 'the', 'and', 'she', 'shr', 'che', 'shy', 'sha', 'shi', 'a']"
she,~~,she,"['how', 'and', 'what', 'be', 'she', 'done', 'he', 'set', 'shr', 'che']"
she,~~,she,"['the', 'what', 'me', 's', 'she', 'shr', 'che', 'shy', 'sha', 'shi']"
she,~~,she,"['shark', 'age', 'stage', 'stem', 'sea', 'what', 'ship', 'she', 'eye', 'he']"
she,~~,she,"['a', 'the', 'an', 'we', 'she', 'shr', 'che', 'shy', 'sha', 'shi']"
she,~~,she,"['and', 'sir', 'he', 'she', 'shr', 'che', 'shy', 'sha', 'shi', 'age']"
she,~~,she,"['ode', 'shawl', 'chin', 'she', 'snow', 'he', 'ship', 'eye', 'site', 'sky']"
she,~~,she,"['the', 'he', 'a', 'she', 'shr', 'and', 'che', 'shy', 'sha', 'shi']"
she,~~,she,"['the', 's', 'a', 'she', 'shr', 'che', 'shy', 'sha', 'shi', 'age']"
she,~~,she,"['and', 'the', 'he', 'she', 'shr', 'che', 'shy', 'sha', 'shi', 'when']"
she,~~,she,"['chap', 'why', 'the', 'she', 'he', 'shr', 'sha', 'shy', 'che', 'shi']"
she,~~,she,"['der', 'du', 'den', 'sir', 'he', 'cane', 'de', 'she', 'she'd', 'e']"
she,~~,she,"['and', 'he', 'the', 'she', 'shr', 'when', 'che', 'shy', 'sha', 'shi']"
she,~~,she,"['a', 'the', 'done', 'she', 'shr', 'che', 'shy', 'sha', 'shi', 'he']"
she,~~,she,"['when', 'the', 'and', 'she', 'he', 'be', 'how', 'shr', 'che', 'shy']"
she,~~,she,"['the', 'he', 's', 'she', 'shr', 'che', 'shy', 'sha', 'shi', 'age']"
she,~~,she,"['the', 'a', 'when', 'we', 'she', 'her', 'some', 'what', 'shr', 'che']"
she,~~,she,"['be', 'see', 'get', 'she', 'and', 'shr', 'the', 'che', 'shy', 'sha']"
she,~~,she,"['due', 'the', 'he', 'she', 'and', 'a', 's', 'we', 'her', 'shr']"
she,~~,she,"['the', 'he', 's', 'she', 'a', 'shr', 'her', 'che', 'shy', 'sha']"
she's,~~,she's,"['shrs', 'shed', 'shea', 'shews', 'she's', 'sheds', 'shew', 'shex', 'ashes', 'ages']"
she's,~~,she's,"['she', 'shrs', 'shed', 'shea', 'shews', 'she's', 'sheds', 'shew', 'shex', 'ashes']"
shelter,~~,shelter,"['shoulder', 'shorter', 'shelter', 'shelters', 'smelter', 'skelter', 'swelter', 'childer', 'sheer', 'sheltered']"
shoes,~~,shoes,"['she', 'ships', 'shoes', 'shows', 'shies', 'shooes', 'showes', 'shores', 'shied', 'shoe']"
shook,~~,shook,"['hook', 'shook', 'shooks', 'shooke', 'shoal', 'choak', 'school', 'cook', 'soak', 'stool']"
shop,~~,shop,"['chip', 'crop', 'who', 'ship', 'shop', 'chop', 'shops', 'sop', 'shoe', 'stop']"
shop,~~,shop,"['shift', 'go', 'ship', 'shop', 'hope', 'drop', 'crop', 'ships', 'gap', 'do']"
shop,~~,shop,"['shift', 'go', 'ship', 'shop', 'hope', 'drop', 'crop', 'ships', 'gap', 'do']"
shop,~~,shop,"['ships', 'show', 'ship', 'shop', 'sharp', 'chop', 'sop', 'shops', 'chip', 'stop']"
shore,~~,shore,"['score', 'note', 'snow', 'shore', 'story', 'hotel', 'share', 'shire', 'chore', 'shure']"
shore,~~,shore,"['she', 'anode', 'score', 'shore', 'snow', 'story', 'hotel', 'share', 'shire', 'chore']"
shore,~~,shore,"['shine', 'suite', 'snare', 'chorus', 'stores', 'sofa', 'horse', 'ayre', 'sheet', 'shore']"
shore,~~,shore,"['showed', 'score', 'show', 'shore', 'shire', 'chore', 'shure', 'share', 'snore', 'ashore']"
shot,~~,shot,"['it', 'shot', 'shit', 'shod', 'shut', 'ahoy', 'short', 'shout', 'shoot', 'shots']"
shot,~~,shot,"['had', 'sat', 'shot', 'shit', 'shod', 'shut', 'ahoy', 'short', 'shout', 'shoot']"
sick,~~,sick,"['dusk', 'lock', 'stick', 'sail', 'sick', 'sock', 'suck', 'stock', 'duck', 'dock']"
sick,~~,sick,"['dusk', 'lock', 'stick', 'sail', 'sick', 'sock', 'suck', 'stock', 'duck', 'dock']"
sick,~~,sick,"['dusk', 'lock', 'stick', 'sail', 'sick', 'sock', 'suck', 'stock', 'duck', 'dock']"
side,~~,side,"['if', 'inside', 'made', 'said', 'diet', 'is', 'siege', 'side', 'use', 'air']"
siding,~~,siding,"['waiting', 'siding', 'aiding', 'sidling', 'sliding', 'coding', 'citing', 'ceding', 'abiding', 'sudsing']"
sinking,~~,sinking,"['sailing', 'sinking', 'stinking', 'dining', 'drinking', 'singling', 'clinking', 'sinning', 'singing', 'ailing']"
sir,~~,sir,"['we', 'it', 'sir', 'for', 'air', 'sur', 'sit', 'some', 'die', 'sue']"
sir,~~,sir,"['for', 'a', 'said', 'sir', 'air', 'sur', 'sit', 'die', 'sue', 'sirs']"
skin,~~,skin,"['sons', 'skin', 'akin', 'skins', 'skein', 'shkin', 'slim', 'sin', 'ski', 'ain']"
sky,~~,sky,"['it', 'she', 'd', 'suit', 'sky', 'sun', 'city', 'skin', 'act', 'day']"
slimy,~~,slimy,"['limit', 'slimy', 'slim', 'slime', 'split', 'slimly', 'line', 'clime', 'sin', 'skimpy']"
slow,~~,slow,"['know', 'slow', 'alow', 'sloe', 'slows', 'sow', 'allow', 'so', 'slue', 'alos']"
sly,~~,sly,"['let', 'spy', 'day', 'dusky', 'sly', 'sky', 'way', 'soy', 'woe', 'split']"
sly,~~,sly,"['let', 'spy', 'day', 'dusky', 'sly', 'sky', 'way', 'soy', 'woe', 'split']"
snow,~~,snow,"['saw', 'above', 'bow', 'snake', 'snow', 'show', 'sow', 'snowy', 'snows', 'shoe']"
so,~~,so,"['is', 'in', 's', 'of', 'so', 'or', 'at', 'it', 'do', 'si']"
so,~~,so,"['a', 'in', 'to', 'so', 'no', 'of', 'do', 'si', 'co', 'sa']"
so,~~,so,"['soon', 'dour', 'dog', 'so', 'suit', 'do', 'al', 'said', 'is', 'lo']"
so,~~,so,"['is', 'in', 's', 'of', 'so', 'or', 'at', 'it', 'do', 'si']"
so,~~,so,"['as', 'if', 'soak', 'lo', 'said', 'done', 'so', 'song', 'does', 'di']"
so,~~,so,"['to', 'who', 'a', 'so', 'in', 'do', 'si', 'as', 'co', 'sa']"
so,~~,so,"['to', 'a', 'of', 'it', 'so', 'is', 'do', 'si', 'no', 'co']"
so,~~,so,"['lo', 'sod', 'doe', 'as', 'if', 'ago', 'so', 'said', 'do', 'sing']"
so,~~,so,"['lo', 'sod', 'doe', 'as', 'if', 'ago', 'so', 'said', 'do', 'sing']"
so,~~,so,"['of', 'a', 'to', 'at', 'so', 'on', 'was', 'do', 'si', 'in']"
so,~~,so,"['as', 'if', 'soak', 'lo', 'said', 'done', 'so', 'song', 'does', 'di']"
so,~~,so,"['lo', 'sod', 'doe', 'as', 'if', 'ago', 'so', 'said', 'do', 'sing']"
so,~~,so,"['as', 'if', 'soak', 'lo', 'said', 'done', 'so', 'song', 'does', 'di']"
so,~~,so,"['doin', 'dig', 'said', 'so', 'sail', 'sum', 'if', 'stop', 'saw', 'does']"
so,~~,so,"['car', 'said', 'do', 'who', 'to', 'so', 'of', 'a', 'in', 'or']"
so,~~,so,"['a', 's', 'it', 'so', 'do', 'si', 'is', 'co', 'sa', 'all']"
so,~~,so,"['as', 'if', 'soak', 'lo', 'said', 'done', 'so', 'song', 'does', 'di']"
so,~~,so,"['in', 'it', 'to', 'so', 'do', 'si', 'co', 'sa', 'sl', 'ai']"
so,~~,so,"['in', 'is', 'at', 'was', 'to', 'said', 'as', 'if', 's', 'so']"
so,~~,so,"['of', 'as', 'is', 'said', 's', 'to', 'so', 'if', 'was', 'or']"
so,~~,so,"['of', 'who', 'in', 's', 'so', 'or', 'as', 'to', 'is', 'do']"
so,~~,so,"['to', 'on', 'in', 'down', 'a', 'so', 'do', 'si', 'co', 'sa']"
so,~~,so,"['sin', 'ay', 'saw', 'say', 'wot', 'show', 'so', 'said', 'sea', 'all']"
so,~~,so,"['to', 'in', 'as', 'or', 'so', 'do', 'si', 'co', 'sa', 'sl']"
so,~~,so,"['to', 'in', 'a', 'so', 'as', 'of', 'do', 'si', 'co', 'sa']"
so,~~,so,"['lo', 'sod', 'doe', 'as', 'if', 'ago', 'so', 'said', 'do', 'sing']"
so,~~,so,"['in', 'as', 'go', 'said', 'so', 'do', 'si', 'co', 'sa', 'sl']"
so,~~,so,"['in', 'to', 'of', 'so', 'or', 'as', 'do', 'si', 'co', 'sa']"
so,~~,so,"['in', 'to', 'of', 'so', 'or', 'as', 'do', 'si', 'co', 'sa']"
so,~~,so,"['to', 'in', 's', 'at', 'is', 'so', 'do', 'si', 'co', 'sa']"
soft,~~,soft,"['cut', 'set', 'say', 'do', 'sit', 'soft', 'or', 'sift', 'sort', 'soft-']"
some,~~,some,"['come', 'done', 'time', 'woke', 'some', 'same', 'once', 'one', 'dome', 'soma']"
son,~~,son,"['and', 'in', 'on', 'son', 'aon', 'don', 'sob', 'sin', 'con', 'sun']"
soon,~~,soon,"['can', 'do', 'don', 'soon', 'won', 'doom', 'doin', 'sooon', 'swoon', 'shoon']"
soon,~~,soon,"['iron', 'soon', 'doom', 'doin', 'sooon', 'swoon', 'shoon', 'son', 'soone', 'spoon']"
sow,~~,sow,"['as', 'sow', 'soe', 'cow', 'saw', 'doe', 'so', 'sows', 'sown', 'show']"
sow,~~,sow,"['own', 'sow', 'son', 'cow', 'soe', 'saw', 'doe', 'so', 'sows', 'sown']"
sow,~~,sow,"['as', 'sow', 'soe', 'cow', 'saw', 'doe', 'so', 'sows', 'sown', 'show']"
sow,~~,sow,"['son', 'was', 'smoke', 'same', 'sow', 'sun', 'soe', 'cow', 'saw', 'doe']"
sow,~~,sow,"['down', 'was', 'cow', 's', 'sow', 'snow', 'soe', 'saw', 'sea', 'store']"
sow,~~,sow,"['down', 'was', 'cow', 's', 'sow', 'snow', 'soe', 'saw', 'sea', 'store']"
sow,~~,sow,"['is', 'sow', 'soe', 'cow', 'saw', 'doe', 'so', 'sows', 'sown', 'show']"
sow,~~,sow,"['as', 'sow', 'soe', 'cow', 'saw', 'doe', 'so', 'sows', 'sown', 'show']"
sow,~~,sow,"['is', 'sow', 'soe', 'cow', 'saw', 'doe', 'so', 'sows', 'sown', 'show']"
sow,~~,sow,"['as', 'sow', 'soe', 'cow', 'saw', 'doe', 'so', 'sows', 'sown', 'show']"
sow,~~,sow,"['as', 'sow', 'soe', 'cow', 'saw', 'doe', 'so', 'sows', 'sown', 'show']"
sow,~~,sow,"['as', 'sow', 'soe', 'cow', 'saw', 'doe', 'so', 'sows', 'sown', 'show']"
sow,~~,sow,"['as', 'sow', 'soe', 'cow', 'saw', 'doe', 'so', 'sows', 'sown', 'show']"
sow,~~,sow,"['as', 'sow', 'soe', 'cow', 'saw', 'doe', 'so', 'sows', 'sown', 'show']"
species,~~,species,"['specifies', 'sexes', 'species', 'spies', 'spaces', 'specie', 'specked', 'spices', 'speed', 'specious']"
spur,~~,spur,"['paper', 'spur', 'spue', 'spar', 'spit', 'sur', 'spurn', 'spurt', 'spurs', 'spurr']"
stay,~~,stay,"['that', 'stay', 'say', 'dray', 'stays', 'stray', 'stag', 'drat', 'day', 'start']"
stay,~~,stay,"['shut', 'see', 'step', 'stay', 'dray', 'stays', 'stray', 'say', 'stag', 'drat']"
stone,~~,stone,"['done', 'stone', 'atone', 'stony', 'drone', 'shtone', 'stones', 'stoned', 'stolne', 'some']"
stops,~~,stops,"['stopped', 'stood', 'stops', 'drops', 'stoops', 'stop', 'stopes', 'sops', 'crops', 'shops']"
store,~~,store,"['stone', 'shoe', 'store', 'stage', 'share', 'story', 'state', 'stony', 'stare', 'stord']"
store,~~,store,"['actor', 'fore', 'store', 'story', 'stare', 'state', 'stord', 'stored', 'storme', 'stores']"
story,~~,story,"['sort', 'history', 'core', 'study', 'story', 'stay', 'star', 'state', 'score', 'share']"
sue,~~,sue,"['a', 'are', 'sue', 'due', 'sur', 'cue', 'see', 'soe', 'aye', 'die']"
suit,~~,suit,"['cut', 'set', 'say', 'suit', 'sait', 'suet', 'sut', 'suits', 'suite', 'sit']"
sun,~~,sun,"['spy', 'club', 'pen', 'tub', 'sum', 'sun', 'and', 'rain', 'son', 'since']"
sunk,~~,sunk,"['in', 'can', 'seek', 'won', 'sunk', 'dunk', 'sink', 'don', 'sank', 'sun']"
take,~~,take,"['taken', 'take', 'rake', 'tale', 'taka', 'talke', 'taker', 'takes', 'dale', 'race']"
take,~~,take,"['cracke', 'make', 'told', 'takes', 'take', 'gale', 'haue', 'taken', 'bake', 'lake']"
taken,~~,taken,"['rain', 'town', 'stale', 'waken', 'table', 'skin', 'talent', 'taken', 'ran', 'yoke']"
talk,~~,talk,"['call', 'talk', 'tall', 'talc', 'talke', 'talky', 'talks', 'wall', 'tell', 'toll']"
tall,~~,tall,"['all', 'tall', 'talk', 'tell', 'toll', 'tally', 'roll', 'tail', 'yell', 'dell']"
tea,~~,tea,"['yet', 'tea', 'twa', 'yea', 'tee', 'teu', 'tear', 'teas', 'team', 'te']"
tea,~~,tea,"['the', 'tea', 'twa', 'yea', 'tee', 'teu', 'tear', 'teas', 'team', 'te']"
tea,~~,tea,"['the', 'to', 'a', 'us', 'this', 'his', 'tea', 'twa', 'yea', 'tee']"
tell,~~,tell,"['talk', 'deal', 'all', 'tell', 'fall', 'two', 'help', 'yell', 'sell', 'dell']"
ten,~~,ten,"['red', 'the', 'when', 'in', 'ten', 'an', 'then', 'ren', 'yen', 'den']"
that,~~,that,"['the', 'her', 'their', 'that', 'thar', 'thet', 'thatt', 'tat', 'they', 'ther']"
that,~~,that,"['the', 'had', 'they', 'there', 'that', 'thar', 'thet', 'thatt', 'tat', 'ther']"
that,~~,that,"['the', 'their', 'her', 'that', 'this', 'thar', 'thet', 'thatt', 'tat', 'they']"
that's,~~,that's,"['that', 'that's', 'thuds', 'that'd', 'rats', 'thar', 'thugs', 'tars', 'thet's']"
the,~~,the,"['that', 'she', 'they', 'there', 'the', 'thy', 'thu', 'tne', 'tye', 'thhe']"
the,~~,the,"['they', 'he', 'that', 'the', 'thy', 'thu', 'there', 'tne', 'tye', 'thhe']"
the,~~,the,"['that', 'there', 'three', 'two', 'the', 'thy', 'thu', 'tne', 'tye', 'thhe']"
their,~~,their,"['the', 'they', 'there', 'their', 'ther', 'theirs', 'thei', 'three', 'that', 'thee']"
them,~~,them,"['the', 'this', 'him', 'than', 'them', 'then', 'thum', 'theme', 'thema', 'thin']"
them,~~,them,"['the', 'him', 'this', 'them', 'then', 'thum', 'theme', 'thema', 'thin', 'than']"
them,~~,them,"['the', 'thy', 'thee', 'them', 'that', 'this', 'then', 'thum', 'theme', 'thema']"
them,~~,them,"['the', 'him', 'thee', 'them', 'then', 'thum', 'theme', 'thema', 'thin', 'than']"
them,~~,them,"['the', 'thee', 'him', 'them', 'then', 'thum', 'that', 'theme', 'thema', 'thin']"
then,~~,then,"['the', 'that', 'this', 'then', 'them', 'thin', 'than', 'ten', 'thum', 'ren']"
then,~~,then,"['when', 'shun', 'than', 'then', 'run', 'think', 'that', 'stem', 'the', 'turn']"
then,~~,then,"['hah', 'thence', 'when', 'the', 'then', 'think', 'them', 'than', 'that', 'thin']"
then,~~,then,"['when', 'shun', 'than', 'then', 'run', 'think', 'that', 'stem', 'the', 'turn']"
then,~~,then,"['whin', 'when', 'thin', 'thence', 'then', 'the', 'thing', 'that', 'them', 'think']"
then,~~,then,"['the', 'that', 'he', 'then', 'than', 'them', 'thin', 'ten', 'thum', 'when']"
then,~~,then,"['hah', 'thence', 'when', 'the', 'then', 'think', 'them', 'than', 'that', 'thin']"
then,~~,then,"['hah', 'thence', 'when', 'the', 'then', 'think', 'them', 'than', 'that', 'thin']"
then,~~,then,"['hah', 'thence', 'when', 'the', 'then', 'think', 'them', 'than', 'that', 'thin']"
then,~~,then,"['huh', 'think', 'the', 'then', 'when', 'them', 'than', 'thin', 'din', 'he']"
then,~~,then,"['huh', 'think', 'the', 'then', 'when', 'them', 'than', 'thin', 'din', 'he']"
then,~~,then,"['ran', 'the', 'run', 'turn', 'then', 'thrown', 'them', 'than', 'thin', 'he']"
then,~~,then,"['whin', 'when', 'thin', 'thence', 'then', 'the', 'thing', 'that', 'them', 'think']"
then,~~,then,"['when', 'shun', 'than', 'then', 'run', 'think', 'that', 'stem', 'the', 'turn']"
